0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,55,56,57,58,59,62,63,64,65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,84,85,86,88,91,92,93,95,97,98,102,105,108,109,110,111,115,117,118,119,121,123,124,125,126,127,130,131,132,133,134,138,142,144,147,151,152,153,154,156,163,164,165,166,169,170,172,173,174,175,177,179,180,181,182,183,184,185,187,188,189,190
-0.008198589,-0.0077252164,-0.012313371,-0.007004128,-0.0065864366,-0.012020025,-0.026065493,-0.020997921,-0.016110353,-0.009860981,-0.028700642,-0.004800217,0.0064914157,-0.009081308,-0.008497476,-0.0112144835,-0.004936181,-0.009359374,-0.002887289,0.004002776,-0.0117953615,-0.010604524,-0.00943163,-0.0063473023,-0.0073821875,-0.008100277,-0.010282846,-0.008303891,-0.0115910545,-0.0082553895,-0.007486594,-0.0104061635,-0.008063436,-0.01017392,-0.0078275865,-0.008830685,-0.010364633,-0.010336036,-0.011338968,-0.013919686,-0.011716704,-0.008149199,-0.016286492,-0.017064646,-0.014232061,-0.039815024,-0.021492973,-0.10355656,-0.046837453,-0.059595134,-0.028810462,-0.010593408,-0.0076409974,-0.009237374,-0.014377548,-0.015508723,-0.08446447,-0.00878066,-0.0074716522,-0.008510684,-0.008515562,-0.009498477,-0.0071787154,-0.008653982,-0.009890642,-0.007752299,-0.0051681255,-0.008043282,-0.007937745,-0.009747994,-0.006984594,-0.008340123,-0.0063236253,-0.008940214,-0.007536181,-0.008327141,-0.02484559,-0.010564651,-0.008027148,-0.007978242,-0.018780362,-0.004259494,-0.009119028,-0.008026892,-0.009922969,-0.010149961,-0.009794315,-0.0052207597,-0.006351955,-0.019477926,-0.048474047,-0.0100666145,-0.010874424,-0.009147556,-0.0090285735,-0.011890415,-0.008528225,-0.0033996105,-0.032323457,0.003554538,-0.0045718024,-0.016967325,-0.013345485,-0.001633414,-0.0099681625,-0.0145902205,-0.008131631,-0.0013857791,-0.00873301,-0.008058484,-0.010361614,-0.029002717,-0.0018802395,-0.002518283,-0.0076772915,-0.008887671,-0.015910488,-0.0058750305,-0.011620992,-0.0059196814,-0.028712407,-0.005877303,-0.004446701,-0.0012395133,-0.018224286,-0.0010060879,-0.011028887,-0.008077378,-0.008547968,-0.011529432,-0.0067393044,-0.014473706,-0.008518229,-0.00797665,-0.019876767,-0.009198292,-0.0060184184,-0.009416731,-0.018732756
-0.008215301,-0.0077163186,-0.012885361,-0.0066663236,-0.0063727894,-0.011535771,-0.05221105,-0.019624604,-0.013052176,-0.009646052,-0.012026437,-0.005349062,0.0023822456,-0.00912635,-0.0085581355,-0.011207587,-0.0073543466,-0.008926488,-0.0047469074,-0.001674555,-0.011907116,-0.009807456,-0.009187513,-0.007910902,-0.007882863,-0.008130494,-0.009926584,-0.008206337,-0.008459506,-0.008440029,-0.009468845,-0.010083503,-0.008061213,-0.00994798,-0.0078335805,-0.009235063,-0.009481206,-0.011089084,-0.010967261,-0.014311152,-0.014056344,-0.008239979,-0.017677091,-0.01859175,-0.011490374,-0.028135518,-0.022561181,-0.034689214,-0.04587141,-0.06427458,-0.024297247,-0.007992817,-0.009390212,-0.008990831,-0.012984312,-0.014206441,-0.10183505,-0.0087728845,-0.007914813,-0.008244342,-0.008473846,-0.009308486,-0.007270525,-0.008636014,-0.011111542,-0.007908745,-0.004108787,-0.007690492,-0.008134903,-0.009635285,-0.008644422,-0.011428663,-0.0064008,-0.004736212,-0.0076180166,-0.007817251,-0.06695839,-0.009941456,-0.007765319,-0.008381502,-0.019964408,-0.005059794,-0.010149415,-0.00789598,-0.010166788,-0.008572979,-0.009268494,-0.006079836,-0.0071292245,-0.014220867,-0.028190609,-0.009929339,-0.011496683,-0.008899659,-0.015937356,-0.009877589,-0.008821269,-0.006215619,-0.031881675,0.0069082077,0.0042933174,-0.007051701,-0.01210839,-0.005425173,-0.010903772,-0.015137851,-0.0097547015,0.0034157364,-0.008161006,-0.008636803,-0.007552367,-0.030247498,-0.00058356876,0.005213754,-0.007857293,-0.008396521,-0.012221931,-0.0021927946,-0.012209326,-0.020036627,-0.022996612,-0.005689832,-0.0039260876,-0.0051237014,-0.02017989,-0.055081014,-0.013743209,-0.007352503,-0.008709402,-0.011350555,-0.007534347,-0.011572033,-0.007990657,-0.008332466,-0.013842816,-0.008729064,-0.0066632982,-0.008264234,-0.018655095
-0.008261753,-0.0077342857,-0.012824432,-0.0062936246,-0.006245305,-0.012236342,-0.051271558,-0.022074396,-0.012501164,-0.009741484,-0.024679288,-0.0026384378,0.003623297,-0.00914306,-0.008230812,-0.011718809,-0.007203602,-0.0083784275,-0.0029905387,7.9659534e-05,-0.011271142,-0.009577974,-0.00954064,-0.007910664,-0.0075163976,-0.008088251,-0.008630217,-0.008268205,-0.004450504,-0.008605281,-0.0077217678,-0.010123307,-0.007993583,-0.009641512,-0.007922227,-0.0107539585,-0.010139973,-0.010977666,-0.009236203,-0.012356091,-0.012581819,-0.008360421,-0.011156156,-0.007695984,-0.009225424,-0.0367427,-0.020476297,-0.005234066,-0.019549003,-0.075307935,-0.03098865,-0.009866403,-0.014340461,-0.009634696,-0.011991271,-0.012991881,-0.018477203,-0.008773293,-0.007799854,-0.008364963,-0.008869574,-0.009291447,-0.0072714514,-0.008703213,-0.010450538,-0.007708742,-0.0049595432,-0.008083899,-0.007934564,-0.009583444,-0.008647114,-0.010011863,-0.0069497842,-0.007058606,-0.007969385,-0.007997552,-0.03337732,-0.011115127,-0.007976597,-0.007957148,-0.021346081,-0.0048681786,-0.009358336,-0.007565453,-0.0109523805,-0.0090172915,-0.009429296,-0.0053998963,-0.008306955,-0.013773105,-0.080128975,-0.009347507,-0.013923148,-0.010352993,-0.0146069825,-0.008771521,-0.008618768,-0.005125295,-0.030472958,0.009833838,-0.001800742,-0.028997522,-0.015890112,-0.000936661,-0.010435779,-0.016596321,-0.009547384,-0.002221384,-0.008547155,-0.008159665,-0.0063258787,-0.03923493,0.004650723,-0.0017532896,-0.007963655,-0.00892282,-0.012212202,-0.004203142,-0.012181561,-0.022583934,-0.028297147,-0.0042097946,-0.0065185484,-0.0013340722,-0.017827203,-0.0501035,-0.011522041,-0.0075728833,-0.008545261,-0.009978355,-0.0065799817,-0.009696312,-0.00832392,-0.0080516655,-0.008156704,-0.0089527955,-0.009023619,-0.0094430465,-0.019597808
-0.008300906,-0.0077828257,-0.013209362,-0.006255473,-0.00645755,-0.01471489,-0.024854084,-0.021886582,-0.011668865,-0.0096744355,-0.026490057,-0.0066677066,0.0014523158,-0.009086556,-0.008333179,-0.011170092,-0.012954125,-0.0098011475,-0.0059159203,0.0043697767,-0.010738974,-0.009620733,-0.0097355945,-0.008741609,-0.007934334,-0.008152024,-0.009106294,-0.008312093,-0.005073084,-0.008664545,-0.009452499,-0.010058026,-0.008082636,-0.009418489,-0.00787833,-0.009666469,-0.009588085,-0.010593926,-0.010123491,-0.013890526,-0.012055294,-0.008767282,-0.011542678,-0.014766953,-0.0092723835,-0.024147538,-0.01693452,-0.049507726,-0.01966966,-0.03038766,-0.018557278,-0.008417275,-0.013305043,-0.009261048,-0.011223902,-0.014185733,0.0035146046,-0.008772465,-0.0081166215,-0.008325083,-0.008260225,-0.008985113,-0.00752189,-0.008786012,-0.010695002,-0.0080766985,-0.0041456,-0.008152421,-0.007932487,-0.0093614515,-0.00935253,-0.009745531,-0.0064607565,-0.005238309,-0.008101861,-0.007597664,-0.01815038,-0.01130041,-0.0079449285,-0.0075460603,-0.02770767,-0.0051618884,-0.00791704,-0.007926916,-0.009899018,-0.009895849,-0.010645689,-0.0058730757,-0.010498433,-0.016582668,-0.08718585,-0.009590107,-0.014826092,-0.009315694,-0.013405129,-0.00813802,-0.008338998,-0.0064474116,-0.041561887,0.004361806,-0.006769824,-0.035430025,-0.015921641,-0.0028969988,-0.010553926,-0.015679441,-0.010115688,0.009788399,-0.009012723,-0.0086724255,-0.008872482,-0.04087922,0.0021673078,0.0064667095,-0.007827915,-0.008708012,-0.012978095,-0.012500154,-0.012418073,-0.027796315,-0.02079608,-0.0051532295,-0.0049213585,-0.002217218,-0.017341962,-0.04001973,-0.013052782,-0.00797858,-0.008503459,-0.011064791,-0.0077753286,-0.010462077,-0.0079532545,-0.00825352,-0.0063351663,-0.009561482,-0.0053874115,-0.009503352,-0.016357362
-0.008257613,-0.007831857,-0.012313565,-0.0056130905,-0.0068883887,-0.010000797,0.0014983533,-0.02151344,-0.011835329,-0.009780898,-0.037068132,-0.0020845016,0.0053505404,-0.009080639,-0.0082599595,-0.009567496,-0.002363329,-0.009715106,-0.0024965948,0.001506118,-0.0104587,-0.009656023,-0.009258204,-0.007426485,-0.0076785847,-0.008129908,-0.00935543,-0.008303417,-0.0035035254,-0.008972968,-0.00910176,-0.008923413,-0.008024531,-0.0089548025,-0.007862346,-0.009547347,-0.009971613,-0.0100863585,-0.009494252,-0.012701384,-0.011814067,-0.008368177,-0.021152401,-0.019522365,-0.0100500565,-0.020596772,-0.013739543,-0.08059019,-0.006409377,-0.022357864,-0.026902242,-0.004698215,-0.025466887,-0.008493975,-0.0104575,-0.014078662,-0.05055921,-0.008784139,-0.007648404,-0.008335754,-0.008975173,-0.00915473,-0.0073278137,-0.0087875845,-0.010504943,-0.0075989375,-0.0045571323,-0.00805887,-0.007665252,-0.009971952,-0.00901254,-0.011756503,-0.006556795,-0.005309459,-0.007876142,-0.0076210527,-0.016947486,-0.011870982,-0.007927498,-0.0070064454,-0.024891932,-0.0052938447,-0.008420654,-0.0077969017,-0.010027032,-0.00888788,-0.0102603175,-0.0054800315,-0.008156317,-0.018181697,-0.09452496,-0.009883435,-0.01567975,-0.009209563,-0.013303842,-0.007281317,-0.009151033,-0.005967253,-0.025542866,-0.0059549436,0.0022728627,-0.03156077,-0.015771138,-0.0020951112,-0.010079009,-0.016272053,-0.010653363,0.012881033,-0.008556939,-0.009305335,-0.008359132,-0.027468113,0.0016591448,-0.0019451678,-0.008303185,-0.0087800585,-0.004351093,-0.009763764,-0.012653899,-0.037289623,-0.023625778,-0.0053155012,0.003265253,8.1775775e-05,-0.018075772,0.008718804,-0.0135394875,-0.007682101,-0.0083100675,-0.0109791765,-0.0074493955,-0.008090152,-0.0081169,-0.008290659,-0.0042489474,-0.0096390685,-0.006894833,-0.01128278,-0.0134163955
-0.008253223,-0.007831565,-0.011311176,-0.00556722,-0.006713752,-0.012558542,0.0017819419,-0.014568355,-0.009093999,-0.009756547,-0.03366068,-0.005857945,0.00026746423,-0.00905674,-0.008416552,-0.009503512,-0.0054625208,-0.008139204,-0.005283234,-0.0014798201,-0.011754147,-0.0102702165,-0.009659771,-0.0075729494,-0.00792443,-0.008129649,-0.008872693,-0.008235756,-0.0038458062,-0.008675284,-0.009719496,-0.006879825,-0.0080381185,-0.008503619,-0.007850512,-0.009371491,-0.009675583,-0.010192332,-0.008991798,-0.011902384,-0.007854328,-0.008291697,-0.017541764,-0.0061810175,-0.007509199,-0.011317483,-0.0076446985,0.060270768,-0.038907588,0.019222382,-0.030417904,-0.009116877,-0.021594621,-0.008862076,-0.0080750445,-0.012592143,-0.056576997,-0.008784732,-0.0076583256,-0.00831233,-0.008978294,-0.008877406,-0.007464865,-0.008901542,-0.010540185,-0.007353898,-0.0051877773,-0.0072009573,-0.0077077383,-0.009697032,-0.00942945,-0.01097332,-0.0061135776,-0.0052447063,-0.0082231425,-0.0076182554,-0.018278388,-0.011589132,-0.008201351,-0.0074143587,-0.036462232,-0.004547576,-0.0076928884,-0.0075749,-0.009389883,-0.008823868,-0.008956368,-0.0050180443,-0.0058967657,-0.016127465,0.018912632,-0.01019024,-0.009029261,-0.008505122,-0.01590903,-0.005420229,-0.008474581,-0.0064855367,-0.025402699,-0.0008385076,0.0015169162,-0.058564328,-0.01665071,-0.004826707,-0.0107564535,-0.01342691,-0.011253595,0.0052718585,-0.009391821,-0.01014346,-0.009494932,-0.05170972,0.001957836,0.0057843165,-0.008736279,-0.009435543,-0.0051135034,-0.012271761,-0.011457065,-0.045989584,-0.025997236,-0.0072977534,-0.0040394966,-0.0043560863,-0.017286597,-0.019110732,-0.014150496,-0.0075693,-0.007907503,-0.012097806,-0.007886004,-0.0060718553,-0.008199358,-0.00832416,-0.0039623384,-0.009639019,-0.006777268,-0.010280102,-0.013858898
-0.008253262,-0.007775018,-0.010425036,-0.0057662306,-0.006685074,-0.008148688,-0.025391946,-0.01659802,-0.008731127,-0.009879577,-0.026725749,-0.0065384577,0.0038060928,-0.009057578,-0.008271355,-0.010677779,0.0006882364,-0.0072000907,-0.0006097074,0.0019471704,-0.012349385,-0.009862273,-0.009556657,-0.007172021,-0.0076887067,-0.008210646,-0.00867518,-0.008256488,-0.009090533,-0.008640979,-0.009261332,-0.007969287,-0.007962076,-0.008384317,-0.007848967,-0.009137166,-0.009832352,-0.010055489,-0.009819158,-0.011937069,-0.012607165,-0.0080542015,-0.015972229,-0.012260037,-0.008471139,-0.029664932,-0.0088529335,-0.13698967,-0.02075178,0.019035058,-0.030767655,-0.0063676815,-0.014613015,-0.008704231,-0.011330299,-0.01497929,-0.012964793,-0.008863313,-0.0075571663,-0.008072814,-0.008861735,-0.008942449,-0.0076233647,-0.008667667,-0.010624739,-0.007534184,-0.0061440147,-0.0071924273,-0.0074672964,-0.0096179675,-0.009478673,-0.0136351595,-0.006920759,-0.004618787,-0.007928054,-0.008007374,-0.05103289,-0.010987264,-0.008172052,-0.0078850305,-0.026088512,-0.0046643363,-0.008568657,-0.008215849,-0.009661326,-0.009491425,-0.012397196,-0.0067847813,-0.007046192,-0.01853734,-0.07064114,-0.00998855,-0.00831529,-0.008370555,-0.017124156,-0.006022652,-0.00812379,-0.0070861066,-0.018698517,0.0012585843,-0.005025169,-0.048203174,-0.017182741,-0.0046764086,-0.010229349,-0.015682768,-0.011472836,0.00287389,-0.008560383,-0.010828797,-0.006372873,-0.054668497,-0.002898335,0.0070555955,-0.0070161964,-0.009724357,-0.014043397,-0.00913743,-0.012702086,-0.0445131,-0.020170901,-0.00668497,-0.0021575338,-0.0013060112,-0.019484218,-0.006316411,-0.013197248,-0.007587751,-0.008048057,-0.011204787,-0.005804346,-0.008365795,-0.008327586,-0.008278611,-0.010148569,-0.009986444,-0.006385406,-0.0102223195,-0.020145241
-0.008255245,-0.0078105717,-0.010859783,-0.005193807,-0.0068170507,-0.009236818,-0.021305352,-0.022548622,-0.005712728,-0.009771013,-0.043703042,-0.007917758,0.0007992224,-0.009108914,-0.008314613,-0.009266039,-0.0019059085,-0.007429366,-0.0011572128,0.002597941,-0.011114428,-0.0097083505,-0.009398936,-0.007427561,-0.0077258614,-0.00808511,-0.008571119,-0.00817193,-0.008572941,-0.008620351,-0.008251269,-0.0080427015,-0.007975652,-0.008833742,-0.0078063705,-0.00790403,-0.008824052,-0.011495857,-0.008035253,-0.010233762,-0.008802779,-0.0081428485,-0.014228265,-0.0063633164,-0.0063938987,-0.014303969,-0.005890417,0.057651687,0.007304027,-0.02625745,-0.03279542,-0.0077213026,-0.018135546,-0.008289969,-0.008442125,-0.012557821,-0.027976032,-0.008939445,-0.007924612,-0.008230264,-0.008715354,-0.008870736,-0.007878418,-0.008507045,-0.0104533555,-0.0075018452,-0.0067085293,-0.0076260353,-0.008071267,-0.009732666,-0.008413644,-0.011501846,-0.006501764,-0.0063939937,-0.008232488,-0.00805732,-0.030318111,-0.009345276,-0.008086752,-0.0075157643,-0.035083503,-0.0043830653,-0.008555095,-0.007349016,-0.0099592395,-0.009233733,-0.007920243,-0.006416267,-0.0075955815,-0.017475756,0.105766706,-0.009885799,-0.010821581,-0.0073685637,-0.0147717185,-0.0076502757,-0.008439198,-0.0063180835,-0.016359955,0.003456805,-0.0073696305,-0.044396333,-0.016917273,-0.0029052617,-0.008672625,-0.014132871,-0.010782589,-0.0007217517,-0.009756149,-0.009263414,-0.008737704,-0.056060962,-0.003320086,0.0031332,-0.007996021,-0.008764787,-0.006789979,-0.013431515,-0.009943269,-0.049063925,-0.02134504,-0.007595542,-0.0028056998,0.0001521931,-0.019212795,-0.040692523,-0.016488437,-0.0073106824,-0.007858212,-0.010258346,-0.0058550187,-0.0073152995,-0.008064531,-0.008329728,-0.0005545677,-0.009334612,-0.004129752,-0.008676558,-0.010985132
-0.008257952,-0.0078096064,-0.009639585,-0.004848648,-0.006819649,-0.008045845,0.014244602,-0.019367758,-0.007717941,-0.009823904,-0.032790624,-0.0051673655,0.006909298,-0.009149552,-0.008337163,-0.008914707,-0.0001821991,-0.007665081,0.0010617917,0.0001684144,-0.0109625235,-0.009792561,-0.009990426,-0.0068392223,-0.0077547967,-0.008086673,-0.008935681,-0.008264316,-0.006361661,-0.008582355,-0.008751387,-0.014387814,-0.0079971785,-0.008250986,-0.007840694,-0.007799481,-0.00882309,-0.012450896,-0.006692938,-0.0097613195,-0.011140499,-0.008105956,-0.014373295,-0.00752711,-0.0098243095,-0.022677464,-0.0104317535,-0.080445826,-0.035331264,0.01706722,-0.019605359,-0.018887939,-0.01387984,-0.008783506,-0.010738361,-0.012757709,-0.06761553,-0.008923125,-0.00773357,-0.008154429,-0.008812637,-0.0089987535,-0.007931747,-0.008393175,-0.010076202,-0.0074260123,-0.005541595,-0.008031576,-0.008373494,-0.01000541,-0.008777572,-0.01468623,-0.0075759813,-0.008420178,-0.008333697,-0.008006688,0.0013003995,-0.0130384825,-0.007933961,-0.0069670402,-0.031015435,-0.0051175584,-0.00904028,-0.008432517,-0.009680557,-0.011189962,-0.010441956,-0.0072043035,-0.0059740483,-0.02036574,-0.08970018,-0.009332929,-0.010617415,-0.008727221,-0.008163278,-0.0071132565,-0.008342348,-0.005105867,-0.016088758,-0.03735878,-0.013525082,-0.05193659,-0.01515853,-0.0033885436,-0.006375902,-0.016027892,-0.009451207,0.0119742835,-0.010064564,-0.0085829,-0.0098678935,-0.03846181,-0.0074211047,-0.001240607,-0.007556216,-0.009208534,-0.024507793,-0.008430446,-0.010653199,-0.027551642,-0.0028744624,-0.008772044,0.00095277745,-0.0055997805,-0.017695747,-0.059049785,-0.016053218,-0.007597851,-0.008231018,-0.011070381,-0.0038336131,-0.009044533,-0.008392414,-0.0082732,-0.010839798,-0.009055506,-0.0043485635,-0.008354385,-0.021971479
