0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,50,51,52,54,55,56,57,58,60,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,79,81,82,84,85,86,87,88,89,91,92,94,95,96,97,98,99,101,102,107,108,109,110,111,112,114,117,123,125,126,127,131,132,134,138,142,143,144,147,149,150,152,154,158,159,162,164,165,166,170,172,174,175,177,178,179,180,181,182,183,184,185,186,187,189,190
-0.0022406895,-0.0017155317,0.0015863598,0.0008800895,-0.00020234782,-0.0032219668,-2.424419e-05,0.00060058676,-0.001160743,0.01185019,-0.015341986,0.0003313489,-0.0026702636,-0.0020144065,-0.0018144032,0.0027072579,-0.0012338377,-0.019354621,-0.0014653378,-0.004933613,-0.0006899781,-0.0015859699,-0.004046751,-0.00040816513,0.0044109817,-0.0013699005,-0.0006210068,-0.0017380026,-0.002621401,-0.0014997956,-0.0016452806,-0.0016568449,-0.0011028071,-0.0021938728,-0.0018159925,-0.0012197323,0.00042689533,-0.00037695622,-0.0007988292,-0.0026045926,-0.00081170583,-0.013224078,-0.005185518,-0.00032426856,-0.019998614,-0.00045468833,0.008115534,0.0038018029,-0.011274729,0.008520796,0.007155833,-0.001269562,0.0005944768,-0.0010551645,0.0051200627,-0.002341678,-0.003791437,-0.0021275175,-0.0012279816,-0.00078591943,-0.0007759579,-0.0030750486,-0.0022014305,-0.0010135237,-0.0021973464,-0.0020294557,0.0022255504,-0.015102367,-0.0012194867,0.003433817,-0.0013805706,0.0024754219,-0.0016699882,-0.0020320343,-0.0012564405,-0.0034088476,-0.00333222,-0.022729078,0.0012233914,0.0018423928,-0.0019367886,-0.0013601518,0.0024364137,0.0015086511,-0.0005604527,-0.00142712,-0.0052220016,0.0063560694,-0.0012826702,-0.00072779413,-0.0024780761,-0.0027642273,0.00017341341,-0.006826066,0.0097663775,-0.0025641678,0.0052407226,-0.0002470788,0.0026299166,-0.001347823,0.0005721726,0.0075531667,-0.0045686755,0.015278435,0.010327465,-0.0025352202,-0.0016601352,-0.0059900484,0.04576153,-0.011078387,0.004426157,-0.037275843,0.0032815821,-0.001714978,0.0076022213,-0.0016191658,0.018255992,-0.0049612606,0.0088811815,-0.031715408,0.004207141,0.0031195509,-0.003238486,0.019835053,-0.0008022037,-0.0010755756,-0.00080703665,-0.0018116793,0.00029533726,0.002053458,-0.00055691303,-0.000959875,-0.0026210248,-0.017560722,-0.00095799245,-0.0012875797,-0.0005294334
-0.0022885767,-0.001610474,0.0021304833,0.00076261914,-0.00043504336,-0.0014128622,0.010357881,0.0014497772,-0.0011249495,0.020199712,0.041945875,0.0023184412,-0.0025955671,-0.0017721958,-0.0009748611,0.0027851132,-0.0017918666,-0.020146608,-0.0016524196,-0.005731136,0.00025814012,-0.0015911106,-0.0011727499,-0.00014043367,0.003124899,-0.0013378593,-0.00079829234,-0.0017529099,-0.0028721418,-0.0012357673,-0.0010864678,-0.00171169,-0.0011976109,-0.002111146,-0.0016715461,-0.001086507,0.00064983085,-1.4342274e-05,0.0016612898,-0.00068833854,-0.0006970929,-0.012036171,-0.0018683681,0.0067309425,0.0045642126,-0.006507578,0.015155721,0.003947658,-0.007511406,0.011090838,0.008752085,-0.00081571576,-0.00047756452,0.00080223085,0.009687842,-0.0022650294,-0.0037086545,-0.0021793323,-0.0012615275,-0.000892577,-0.0007197349,-0.003277598,-0.0008324611,-0.0009792515,-0.0019535476,-0.0016424551,0.0020198007,0.01159794,-0.0012630675,0.0040731416,-0.0013623707,0.0033385754,-0.0018085992,-0.00027962922,-0.0009823588,-0.002796167,-0.0024974924,-0.024468284,0.0043010795,0.002989756,-0.0020901398,-0.0009982511,0.004658919,0.0007968764,-0.0015876474,-0.0005168126,-0.0038531518,0.004955476,-0.0011475448,-0.0006493677,-0.0026414453,-0.002992647,0.0001491829,-0.006042643,0.010473568,-0.0041055214,0.0044414634,-0.00092513085,0.00035503772,-0.0027044872,0.0023292222,0.0058161234,-0.0020384744,0.012865251,0.008855628,-0.0027733848,-0.0043183994,-0.010469973,-0.013330218,-0.008371103,0.005158088,0.012104632,0.043606486,-0.0026934366,0.008347175,-0.0028293182,0.022156982,0.00062429626,0.013827223,-0.040444966,-0.0034706357,-0.00010539337,0.0028150817,0.020143071,-0.00016922092,-0.00050669257,-0.0006526585,-0.001321241,0.0016047922,0.0011957078,-0.0004113233,-0.001053446,-0.0011409506,-0.02422675,-0.0014179922,-0.0013814715,0.002371785
-0.0022843187,-0.0015845407,0.002016379,0.000910962,-3.4418466e-05,-0.0027963542,0.07684426,-0.0008582995,-0.0011585854,0.051517665,0.09851195,-0.0013924397,-0.0026858125,-0.0019338452,-0.00033511184,0.004178408,-0.0009572096,-0.021111373,-0.0021570472,-0.0035180913,-0.0014649081,-0.0012964467,-0.0021518273,-0.00061988644,0.0059555294,-0.0012084832,-0.0016586629,-0.0018225037,-0.0023350788,8.99677e-05,-0.0020067024,-0.0016524968,-0.0011822103,-0.002227517,-0.0017206467,-0.0016363834,0.00172607,-0.00015289271,-0.0007527516,-0.0031798298,-0.0008467962,-0.011431159,-0.00861624,0.0008903768,-0.006713205,0.0020224412,0.014737616,0.0045055617,0.08589532,-0.012615773,0.005273086,-0.00087233784,0.0013855931,-0.0019303142,0.009504856,-0.0023530945,-0.0037366392,-0.0024837428,-0.0015204544,-0.0007271787,-0.00054490776,-0.003202659,-0.0008183486,-0.001060563,-0.0025224388,-0.001655927,0.0020778032,-0.0028558287,-0.0013554883,0.0041366545,-0.0012616621,0.0008091454,-0.001186475,-0.0010341121,-0.0029431153,-0.002585565,-0.0019176353,-0.020288477,0.0147158615,0.0034717661,-0.0023652627,-0.0005668357,0.004752153,0.00061185175,0.00049205014,-0.0005416781,-0.00335715,0.008798712,-0.0014126978,0.00013736679,-0.0018748859,-0.0025401053,0.0002529853,-0.0078039407,0.01569129,-0.0034261364,0.0053668558,-0.0012807412,-0.00074884645,-0.0045059533,0.0026108038,0.0052348813,-0.004346056,0.010087764,0.0062206467,-0.002952547,-0.002691637,-0.005310692,-0.008800387,-0.01077474,0.00013957372,-0.019322105,0.0021783772,8.017756e-06,0.012720463,-0.0019628296,0.019126063,0.002781227,0.002559279,-0.024031958,-0.010309775,0.0020498217,0.0028302772,0.016091177,-0.0009722139,-0.00134771,-0.00050308387,-0.0020855002,0.0014635127,0.0030538961,-0.00049463566,-0.0005592403,-0.0070496653,-0.018741876,-0.00092013116,-0.0014856631,0.002886245
-0.0022929078,-0.0014690865,0.0021755293,0.0014177853,-0.00013205971,-0.0007210046,0.08570346,0.0005636137,-0.00123942,0.055948976,0.027041487,-0.008999178,-0.0026751207,-0.0019315307,-0.00018872648,0.0045281714,-0.0022954396,-0.031172635,-0.0022093046,-0.0024185798,-0.00076500664,-0.00036770877,-0.0011425095,-0.0011240485,0.0031760335,-0.0012356892,-0.00065706397,-0.0016656214,-0.0024035613,0.00043151033,-0.0017903472,-0.0016285194,-0.0013742456,-0.0021872132,-0.0016321029,-0.00095728703,0.0007537028,0.0008789329,0.0017748446,-0.0012308902,-0.0007755158,-0.00085957954,-0.009593841,0.0012765593,0.0054057133,3.696756e-05,0.008051376,0.005060941,0.032968238,-0.014277085,0.005791663,-0.0010906504,0.00027273942,-0.0034868922,0.0104097845,-0.0024149858,-0.0041058823,-0.00250364,-0.0014314597,-0.0008767039,-0.0003148223,-0.0032084847,-0.0010073596,-0.0009016093,-0.0022212304,-0.0017954612,0.0016996484,-0.0012587782,-0.0015973751,0.0030169385,-0.0013025772,-0.00071544724,-0.0014055693,-0.0007630054,-0.0026828845,-0.0017035677,5.08068e-06,-0.029111475,0.015356399,0.0026989717,-0.0016903675,-0.0019328962,0.005013097,0.00049300375,-4.7255577e-05,0.00018167982,-0.001862116,0.0093647735,4.1987187e-05,0.00017662575,-0.00070649886,-0.0013443193,0.00038060034,-0.004813389,0.014840564,-0.002698467,0.0065471195,-0.00066371745,7.2824725e-05,-0.010874645,0.0027926422,0.008406227,-0.0014865372,0.0107654985,0.006472128,-0.002732294,-0.004303958,-0.008734895,0.0014040911,-0.00640195,0.008057449,0.0028645662,-0.01382525,3.6847111e-06,0.011258611,-0.0011316816,0.010563056,-0.008385123,0.0023134293,-0.028374525,-0.009741762,-0.00052749226,-0.0053298622,0.0125359,-0.00058126415,-0.0014887784,-0.00037789383,0.00029882198,0.0028690267,0.0036105548,-0.00075278856,-0.00057163107,-0.0046688104,-0.01322923,-0.0017434033,-0.0011899124,0.00082261703
-0.0023077377,-0.0015691324,-0.0033676163,0.0010312451,-0.00017730588,-0.004455558,0.06663253,0.0002033405,-0.0014732552,0.065118335,-0.06244159,-0.0053753285,-0.0026275003,-0.0018390856,-0.0012638995,0.006505561,-0.0008506888,-0.025033977,-0.0018146982,-0.0023107403,-0.0009825494,-0.00032215792,-0.0010504234,-0.00016097099,0.00407733,-0.001326856,-0.0005415013,-0.0018034814,-0.002129222,0.0014641634,-0.0015832713,-0.0016086834,-0.0015672058,-0.0022410536,-0.0021456366,-0.0013249175,0.0009866122,-0.00017724982,-0.00011458648,-0.0025150147,-0.00068341853,-0.00025667416,-0.008336594,-0.0032308206,0.010759776,0.005170088,0.018559892,0.0030224924,0.09181303,-0.0026864747,0.0048092944,-0.0014463485,0.000624872,-0.0041012275,0.010442392,-0.0024323657,-0.004334369,-0.002581785,-0.0013200414,-0.0009108977,-0.00053059676,-0.0028490978,-0.0012948837,-0.0009822231,-0.0014005825,-0.0016357243,0.00020523118,-0.0121197915,-0.0014717442,0.0015330516,-0.0010886955,-0.0031070048,-0.0011763695,-0.008568321,-0.002540586,5.8326787e-05,0.00237018,-0.05397427,0.019190418,0.003238994,-0.0021433437,-0.0017771259,0.0058749733,4.5961096e-05,-0.0002746951,8.311832e-06,-0.003992415,0.008984689,0.00014885467,0.00065248803,-0.0020488494,-0.0024353573,0.00059830875,-0.005161688,0.005976614,-0.0035810827,0.0037720192,4.0506242e-05,0.0038655852,-0.009070299,0.0016443646,0.013891617,-0.005149583,0.014631428,0.0063472046,-0.002398061,-0.0066741616,-0.0032403434,-0.033342913,-0.011913057,0.0076222545,-0.036969844,-0.036925312,-0.0032872646,0.0130972415,-1.7707613e-05,0.013900409,-0.0071227057,0.012176847,0.04545603,-0.008782655,0.0015035579,0.038110558,-0.024417153,-0.0016427443,-0.0016644914,-0.00076867844,-0.004500033,0.0019444075,0.0024622334,-0.00015907797,-0.0009155596,-0.007761841,-0.003135121,-0.0011006314,-0.0014415102,0.0039853454
-0.0022874405,-0.0015047155,-0.0033511505,-0.00053400046,-0.00081094366,-0.0036399765,0.048782796,0.0011526182,-0.0013324657,0.07288953,-0.05991031,0.00041434393,-0.002693031,-0.0017986258,-0.0008606517,0.0064300047,-0.0018418288,-0.019603295,-0.001233896,-0.0040185256,-0.0025230383,-0.00079975324,-0.0009417957,0.00029199498,0.0024590923,-0.0013110155,-0.00048236156,-0.0016652195,-0.0017905342,0.001350165,-0.0012277855,-0.0016961334,-0.0017402923,-0.0022508346,-0.0016645723,-0.0015666315,0.001380608,-0.00072143914,-0.002034916,0.00070806325,-0.0016112078,0.0047362265,-0.011921889,-0.006221995,-0.009219897,-0.0036080433,0.0040058675,0.0020457434,0.06392506,-0.0060675,0.0074944203,-0.000869678,-0.0011151003,-0.0103127025,0.011453565,-0.00241337,-0.0041124034,-0.0024021564,-0.0013353117,-0.0010803445,-0.0003060272,-0.002966297,-0.0018195766,-0.0011422939,-0.0012110412,-0.0014190989,0.00072475604,-0.020615092,-0.0014512048,0.00019416229,-0.0012479728,0.00071545405,-0.0013795756,-0.002431184,-0.001432536,-0.0016666418,0.0040626135,-0.04548467,0.019155571,0.0011619015,-0.0016899741,-0.0014839834,0.0038789413,0.00059838244,0.00013598953,0.00013835944,-0.0012177955,0.003991776,0.0005976829,0.00024437835,0.0010935819,-0.003084311,0.00075886335,-0.006430296,0.006350059,-0.0037166777,0.003560141,-0.0007163896,0.0025877128,-0.012437737,0.0025255904,0.010018681,-0.005098414,0.009499463,0.003921213,-0.0020481225,0.000172728,-0.00851208,-0.003163129,-0.0055417786,0.0073760026,-0.01205827,-0.030395987,-0.0015930533,0.010061832,-0.0015018205,0.010865559,-0.0016979115,0.01927474,0.051207785,-0.018123796,0.00083224085,0.054559562,-0.019017538,-0.0006882362,-0.0015711951,-0.00049697474,-0.00479576,0.0040049446,0.0030301933,-0.0006392437,-0.0011017363,-0.000948453,0.009356606,-0.0014266988,-0.0018885616,0.00010591936
-0.002274517,-0.0015517753,-0.0031441322,0.00052180776,-0.00023626152,-0.0012156795,0.057660826,-9.14486e-05,-0.0012387381,0.053139433,-0.094686314,0.00045842826,-0.002711685,-0.001880415,0.0007338251,0.007912498,-0.0014906065,-0.016689727,-0.0010877645,-0.0040521994,-0.0012132425,-0.0011741775,7.6773686e-05,0.0005615837,0.0024525805,-0.0013134354,0.00032500943,-0.0016083779,-0.0016570882,0.0014686907,-0.0016902017,-0.0016538193,-0.0017660663,-0.0022180201,-0.0019221462,-0.0013187674,-0.0006950186,-0.0006584164,-0.0007890701,0.0023305095,-0.0016709396,-0.0005891445,-0.014456031,-0.00072037836,-0.0071033156,0.0058068824,0.0072739734,0.0040544807,0.0667035,-0.01032846,0.007392509,-0.0005856156,-0.0007668047,-0.00516478,0.009248605,-0.0023834112,-0.0043780957,-0.0026049428,-0.0014249231,-0.0009256717,-0.00075256824,-0.0030141443,-0.0020083813,-0.0008991762,-0.0010552388,-0.0014492626,0.00037071088,-0.021204015,-0.0015456099,0.002063105,-0.0018522221,0.00074088096,-0.0010918597,-0.002506139,-0.0029255429,-0.0017462414,0.0025600407,-0.01299372,0.027780851,0.0017780244,-0.0021696435,-0.0016335506,0.004389937,0.00032409278,-0.0022333048,-3.09221e-05,-0.00047893098,0.0033646976,0.00017644973,-0.0017876533,-0.0017710956,-0.003065496,0.0009438293,-0.004273246,0.011690318,-0.0024857938,0.0067214384,0.0017319525,0.0017020225,-0.008711917,0.0019750095,0.008675163,-0.005755236,0.012887514,0.004833524,-0.0016444826,-0.00088585645,-0.0024156012,0.006105783,-0.009668661,0.010099438,-0.01319955,-0.00030105686,-0.0016456135,0.0092344405,-0.0024200003,0.014826539,-0.006986825,0.013226108,0.04050859,-0.013418049,0.0019213998,0.07006448,-0.010273216,-0.00020289728,-0.0019228421,-0.0005487989,-0.003223254,0.0022965283,0.0031773387,-0.000574029,-7.390909e-05,-0.0018236873,0.03972385,-0.0010913307,-0.0014126311,-0.00020230025
-0.002278398,-0.0012708992,-0.0034874792,0.0013039693,6.286384e-05,2.1963853e-05,0.086167,0.00048998767,-0.0010246959,0.056045804,-0.03753568,0.0037931167,-0.0026682352,-0.0018571474,0.000591111,0.009721423,-0.0019840598,-0.01115702,-0.0007099136,-0.0058129546,-0.0010269042,-0.0020496175,0.00011902852,8.014258e-05,0.0016851547,-0.0013394635,0.0007845241,-0.001521412,-0.0014143094,0.0014720864,-0.0014535896,-0.0014409615,-0.0014854361,-0.0021138578,-0.0015701352,-0.00096776994,0.0014501614,0.0013050695,0.005726755,0.0061053373,-0.00056186394,0.012352621,-0.008289984,0.005044039,0.009592996,0.00707176,0.0162109,0.0054289657,0.07663203,-0.009437315,0.0069067157,-0.00044527894,0.000934294,0.0034056997,0.012378641,-0.0023411985,-0.004342808,-0.002581627,-0.0014392415,-0.0010471663,-0.0005549795,-0.0030637744,-0.0016355945,-0.0006150151,-0.00045607978,-0.001481357,0.0011993152,-0.0045663486,-0.0017803799,0.0007414558,-0.0007754321,0.00081853825,-0.0009888045,0.0011588834,-0.0029861005,-0.0017546272,0.0040543275,-0.025482511,0.024903025,0.0014686821,-0.0022156942,-0.0022251392,0.004247179,0.0007295052,-0.0027275025,-0.00048017481,0.00059221865,0.0023064844,0.00046695818,-0.0009488139,-0.0015790388,-0.0042235353,0.0010190784,-0.006210004,0.008848776,-0.002001254,0.005241012,9.474181e-05,0.0026580743,-0.008857733,-0.00065088976,0.011702378,-0.007322,0.0072943633,0.0041817925,-0.0021059536,-0.0005153516,-0.0089069605,0.04427533,-0.0089692585,0.005440801,0.02125479,0.0037320007,0.0012084144,0.009675664,-0.0015983202,0.013808772,-0.008912167,0.01072537,0.047910597,-0.010663539,0.0038751021,0.04960409,0.027727382,-0.00028241286,-0.001858325,-0.00045043716,-0.0037002326,0.003306631,0.0030329544,-0.00055803667,-0.0004135045,0.0024883284,0.036564052,-0.0018078372,-0.0012572182,0.0021166643
-0.002267019,-0.0015296643,-0.004746478,1.6660326e-07,3.7500344e-05,-0.0021789852,-0.00013293923,-0.00020297448,-0.0012412647,-0.020732235,-0.07923763,-0.0074763396,-0.0025996892,-0.002180569,-0.0011891719,0.006599309,-0.0016258833,-0.010930385,-0.0019731682,-0.0014790278,-0.00094303774,-0.0027685335,-5.282144e-05,0.00055109576,0.0019839406,-0.0013457836,-0.00039535476,-0.0016079461,-0.0021333678,0.00046037103,-0.0013854046,-0.0015953411,-0.0016122815,-0.002203821,-0.0019704795,-0.0018749104,-4.7457655e-05,0.00012833958,0.0013633254,-0.0034686006,-0.0016397202,-0.017040523,-0.019550754,-0.0016965,-0.01706087,-0.00236812,0.0062521,0.0014860061,-0.012489605,-0.016646013,0.007432442,-0.0014503122,-0.001411274,-0.00075160427,0.010690826,-0.0023041358,-0.004358162,-0.0023743266,-0.001456965,-0.0011947958,-0.0010714754,-0.0028388721,-0.0010294797,-0.0008570792,-0.0012871663,-0.0014938196,0.0016460295,0.015678797,-0.002114617,-0.0016141044,-0.00096675736,0.0026361684,-0.001049943,-0.004089395,-0.0030965647,-0.0030780153,0.0044188676,-0.009571766,0.02485911,0.00050058996,-0.0020082155,-0.002171896,0.0026337001,0.00075671275,-0.0021683618,-0.00036478683,-0.0038399927,-0.0020791646,0.0006409465,-0.0013585605,-0.0010654832,-0.004113312,0.0011434631,-0.004272935,0.0010835911,-0.0026179333,0.0042904243,0.0024424775,0.00013542017,-0.008899203,-0.0015621198,0.005321405,-0.011867738,-0.001022395,0.0053138314,-0.0016113645,-0.004980433,-0.0057258154,-0.005306726,-0.0015950622,0.003180102,0.0052184253,-0.00072072196,-0.00090723013,0.010676009,-0.0016799083,0.0147579545,-0.011253771,0.015497363,0.042054284,-0.02566953,0.0013460949,0.038173486,-0.008491448,-0.0002674618,-0.0016923704,-0.0008442142,-0.004627129,0.0015358581,0.003314808,-0.0010057442,-0.0006431838,-0.005954441,0.04701386,-0.0013007296,-0.0019787154,-0.0020871928
